ID,Date,Address,Suite,PermitType,ConstructionCost,OwnerName,Contractor,CleanAddress,MatchType,MatchAddress,parcelId,lat,lng,MatchAddress_1,parcelId_1,lat_1,lng_1,Benchmark,Format,Geocoderinput
170837,2012/07/27 00:00:00.000000000,4222 SARON DR                                     ,                                                  ,SIGNS                                             ,5000,JETS PIZZA                                        ,INSTANT SIGNS II                                  ,4222 SARON DR,,,,,,,,,,4,json,4222 SARON DR LEXINGTON KY
162324,2011/03/03 00:00:00.000000000,148-B LOUIE PL                                    ,                                                  ,"GRADING, COMMERCIAL                               ",0,ANDERSON COMMUNITIES                              ,ELZA CONSTRUCTION LLC                             ,148,,,,,,,,,,4,json,148 LEXINGTON KY
186220,2014/11/05 00:00:00.000000000,661 MITCHELL AVE                                  ,                                                  ,"MECHANICAL, SINGLE FAMILY                         ",4500,DAVID JONES                                       ,ADVANTAGE AIR                                     ,661 MITCHELL AVE,,,,,,,,,,4,json,661 MITCHELL AVE LEXINGTON KY
167302,2012/01/20 00:00:00.000000000,3290 BLAZER PKWY                                  ,STE 100                                           ,SIGNS                                             ,8560,BLUEGRASS RETINA                                  ,INSTANT SIGNS II                                  ,3290 BLAZER PKWY,,,,,,,,,,4,json,3290 BLAZER PKWY LEXINGTON KY
178915,2013/09/30 00:00:00.000000000,715 ALLENDALE DR                                  ,                                                  ,"MECHANICAL COMM. $2,001-$10,000                   ",0,PARKWAY DEV INC                                   ,GREEN BOX HEATING & AIR                           ,715 ALLENDALE DR,,,,,,,,,,4,json,715 ALLENDALE DR LEXINGTON KY
173064,2012/11/15 00:00:00.000000000,4307 EVANGELINE LN                                ,                                                  ,TOWNHOUSE                                         ,50000,R M L CONTRUCTION                                 ,R M L CONSTRUCTION LLC                            ,4307 EVANGELINE LN,,,,,,,,,,4,json,4307 EVANGELINE LN LEXINGTON KY
183661,2014/06/24 00:00:00.000000000,2348 INNOVATION DR                                ,                                                  ,"PARKING LOTS, PAVING COMMERCIAL                   ",325000,BIG ASS FANS                                      ,T B D                                             ,2348 INNOVATION DR,,,,,,,,,,4,json,2348 INNOVATION DR LEXINGTON KY
186466,2014/11/24 00:00:00.000000000,135 W MAIN ST                                     ,                                                  ,"MECHANICAL COMM. $10,001-$25,000                  ",17600,P31W LLC                                          ,SERVICE EXPRESS CO                                ,135 W MAIN ST,,,,,,,,,,4,json,135 W MAIN ST LEXINGTON KY
180767,2014/01/27 00:00:00.000000000,623 BLUE SKY PKWY                                 ,                                                  ,SIGNS                                             ,6650,ELLIOT ELECTRIC CO                                ,INTEGRATED SIGN & GRAPHIC INC                     ,623 BLUE SKY PKWY,,,,,,,,,,4,json,623 BLUE SKY PKWY LEXINGTON KY
162450,2011/03/11 00:00:00.000000000,754 PHILLIPS LN                                   ,                                                  ,"FENCE, COMMERCIAL                                 ",4000,JOHNNY WINCHESTER                                 ,JOHNNY WINCHESTER                                 ,754 PHILLIPS LN,,,,,,,,,,4,json,754 PHILLIPS LN LEXINGTON KY
177979,2013/08/12 00:00:00.000000000,3240 CHERRY MEADOW PATH                           ,                                                  ,SINGLE FAMILY RESIDENCE                           ,110000,BALL HOMES LLC                                    ,BALL HOMES INC                                    ,3240 CHERRY MEADOW PATH,,,,,,,,,,4,json,3240 CHERRY MEADOW PATH LEXINGTON KY
184763,2014/08/19 00:00:00.000000000,1638 WHARTON WAY                                  ,                                                  ,TOWNHOUSE                                         ,50000,R M L CONSTRUCTION                                ,R M L CONSTRUCTION LLC                            ,1638 WHARTON WAY,,,,,,,,,,4,json,1638 WHARTON WAY LEXINGTON KY
164322,2011/06/30 00:00:00.000000000,221- TOWNE SQUARE PARK                            ,                                                  ,GRADING RESIDENTIAL                               ,0,ANDERSON COMMUNITIES                              ,HARMONY HOME BUILDERS LLC                         ,221,,,,,,,,,,4,json,221 LEXINGTON KY
182573,2014/05/06 00:00:00.000000000,1720 NICHOLASVILLE RD                             ,STE 601                                           ,REMODELING PRIVATE HOSPITAL                       ,100000,LEXINGTON CARDIOLOGY CONSULTANTS                  ,JARBOE CONSTRUCTION INC                           ,1720 NICHOLASVILLE RD,,,,,,,,,,4,json,1720 NICHOLASVILLE RD LEXINGTON KY
169088,2012/05/03 00:00:00.000000000,409 W NEW CIRCLE RD                               ,                                                  ,SIGNS                                             ,2600,CHINTO PATEL                                      ,WILSON CONSTRUCTION                               ,409 W NEW CIRCLE RD,,,,,,,,,,4,json,409 W NEW CIRCLE RD LEXINGTON KY
179513,2013/11/07 00:00:00.000000000,3174 RICHMOND RD                                  ,                                                  ,SIGNS                                             ,5000,BRIXMOR PROPERTY GROUP                            ,INSTANT SIGNS I                                   ,3174 RICHMOND RD,,,,,,,,,,4,json,3174 RICHMOND RD LEXINGTON KY
184594,2014/08/12 00:00:00.000000000,215 SOUTHLAND DR                                  ,                                                  ,"MECHANICAL COMM. $2,001-$10,000                   ",6300,SOUTHLAND LAW GROUP                               ,GREEN BOX HEATING & AIR                           ,215 SOUTHLAND DR,,,,,,,,,,4,json,215 SOUTHLAND DR LEXINGTON KY
166612,2011/11/29 00:00:00.000000000,835 SUGARBUSH TRL                                 ,                                                  ,GRADING RESIDENTIAL                               ,0,BALL HOMES                                        ,BALL HOMES INC                                    ,835 SUGARBUSH TRL,,,,,,,,,,4,json,835 SUGARBUSH TRL LEXINGTON KY
181886,2014/04/07 00:00:00.000000000,835 GLASFORD SQ                                   ,#104                                              ,"MECHANICAL, SINGLE FAMILY                         ",2131,RML CONSTRUCTION                                  ,STIVERS HVAC INC                                  ,835 GLASFORD SQ,,,,,,,,,,4,json,835 GLASFORD SQ LEXINGTON KY
165676,2011/09/28 00:00:00.000000000,1302 VERSAILLES RD                                ,                                                  ,GOVERNMENT BLDG/LOCAL                             ,185000,LFUCG                                             ,MOORE GABBARD BRIDGES GEN CONTRACTORS             ,1302 VERSAILLES RD,,,,,,,,,,4,json,1302 VERSAILLES RD LEXINGTON KY
182822,2014/05/16 00:00:00.000000000,256 OLD WOOLEN MILL LN                            ,                                                  ,SINGLE FAMILY RESIDENCE                           ,90000,ANDERSON HOMES FOR RENT LLC                       ,HARMONY HOME BUILDERS LLC                         ,256 OLD WOOLEN MILL LN,,,,,,,,,,4,json,256 OLD WOOLEN MILL LN LEXINGTON KY
177910,2013/08/07 00:00:00.000000000,585 W MAIN ST                                     ,                                                  ,ZONING COMPLIANCE PERMIT (N/C)                    ,0,IMAGINATION STATION                               ,IMAGINATION STATION                               ,585 W MAIN ST,,,,,,,,,,4,json,585 W MAIN ST LEXINGTON KY
162868,2011/06/22 00:00:00.000000000,2412 PALUMBO DR                                   ,                                                  ,ADDITION WAREHOUSE                                ,100000,RASNICK FAMILY PARTNERSHIP LLLP                   ,"BRISTOL GROUP, THE                                ",2412 PALUMBO DR,,,,,,,,,,4,json,2412 PALUMBO DR LEXINGTON KY
177209,2013/07/09 00:00:00.000000000,519 S BROADWAY                                    ,                                                  ,TOWNHOUSE                                         ,150000,SOUTH BROADWAY LAND LLC                           ,SMITH CONSTRUCTION                                ,519 S BROADWAY,,,,,,,,,,4,json,519 S BROADWAY LEXINGTON KY
161783,2011/05/26 00:00:00.000000000,1710 NICHOLASVILLE RD                             ,                                                  ,"PARKING STRUCTURE, STORAGE GARAGE                 ",11000000,CENTRAL BAPTIST HOSPITAL                          ,CONGLETON-HACKER COMPANY                          ,1710 NICHOLASVILLE RD,,,,,,,,,,4,json,1710 NICHOLASVILLE RD LEXINGTON KY
162871,2011/04/05 00:00:00.000000000,141 ROJAY DR                                      ,STE 110                                           ,RETAIL SALES REMODELING                           ,42300,ANN TAYLOR                                        ,EMBREE CONSTRUCTION GROUP                         ,141 ROJAY DR,,,,,,,,,,4,json,141 ROJAY DR LEXINGTON KY
186549,2014/12/01 00:00:00.000000000,1168 AUTUMN RIDGE DR                              ,                                                  ,SINGLE FAMILY RESIDENCE                           ,230000,JAMES MONROE HOMES                                ,JAMES MONROE HOMES                                ,1168 AUTUMN RIDGE DR,,,,,,,,,,4,json,1168 AUTUMN RIDGE DR LEXINGTON KY
187505,2015/02/11 00:00:00.000000000,3301 ALCOTT PL                                    ,                                                  ,"MECHANICAL, SINGLE FAMILY                         ",4200,BALL HOMES                                        ,CENTRAL KY HEATING & AIR                          ,3301 ALCOTT PL,,,,,,,,,,4,json,3301 ALCOTT PL LEXINGTON KY
168802,2012/04/20 00:00:00.000000000,127 N LIMESTONE                                   ,                                                  ,ZONING COMPLIANCE PERMIT (N/C)                    ,0,"SOUTHERN TABLE, LLC                               ",CARLA OWENS                                       ,127 N LIMESTONE,,,,,,,,,,4,json,127 N LIMESTONE LEXINGTON KY
186970,2015/01/12 00:00:00.000000000,1949 STAR SHOOT PKWY                              ,                                                  ,THEATRE REMODELING                                ,2260200,REGAL CINEMAS                                     ,"BAILEY CONSTRUCTION AND CONSULTING, LLC           ",1949 STAR SHOOT PKWY,,,,,,,,,,4,json,1949 STAR SHOOT PKWY LEXINGTON KY
182739,2014/05/14 00:00:00.000000000,519 ROBERTSON ST                                  ,                                                  ,"GEN. BUSINESS OFFICE, OFFICE BLDG.                ",25600,LEX STORE LLC                                     ,LEX STORE LLC                                     ,519 ROBERTSON ST,,,,,,,,,,4,json,519 ROBERTSON ST LEXINGTON KY
175955,2013/05/14 00:00:00.000000000,201 SOUTHLAND DR                                  ,                                                  ,SIGNS                                             ,2000,CAR QUEST                                         ,ONE STOP SIGNS                                    ,201 SOUTHLAND DR,,,,,,,,,,4,json,201 SOUTHLAND DR LEXINGTON KY
184697,2014/08/15 00:00:00.000000000,3268 ALCOTT PL                                    ,                                                  ,TOWNHOUSE                                         ,50000,RML CONSTRUCTION                                  ,R M L CONSTRUCTION LLC                            ,3268 ALCOTT PL,,,,,,,,,,4,json,3268 ALCOTT PL LEXINGTON KY
